year,mean,max,min,area
1980,1.064456676710397,1.0734172173961996,1.0554961360245942,Point Conception SMR
1981,0.9469034297298642,0.9640992449410262,0.9297076145187021,Point Conception SMR
1982,1.3797864729911087,1.3904313795827328,1.3691415663994848,Point Conception SMR
1983,0.9994573055766522,1.0179581627435983,0.9809564484097063,Point Conception SMR
1984,0.6407925021741538,0.6425701107829808,0.6390148935653268,Point Conception SMR
1985,0.7947130954265595,0.8067344231158495,0.7826917677372695,Point Conception SMR
1986,1.2085813195165245,1.210389215480536,1.206773423552513,Point Conception SMR
1987,1.1345503617357462,1.162949805278331,1.1061509181931612,Point Conception SMR
1988,1.3249595533497631,1.3274558049812912,1.322463301718235,Point Conception SMR
1989,1.04435001171194,1.06153421940282,1.0271658040210603,Point Conception SMR
1990,1.497315243780613,1.5015972854569555,1.4930332021042707,Point Conception SMR
1991,1.027878327872604,1.0610604878515004,0.9946961678937077,Point Conception SMR
1992,1.0419499717932195,1.0603711889125405,1.0235287546738983,Point Conception SMR
1993,1.203157089650631,1.2207727277837692,1.1855414515174927,Point Conception SMR
1994,1.113523584064096,1.1141437936760483,1.1129033744521437,Point Conception SMR
1995,0.705926136225462,0.7147023623622953,0.6971499100886286,Point Conception SMR
1996,0.854721840955317,0.8641003580018877,0.8453433239087462,Point Conception SMR
1997,1.0834581479243934,1.1031016005016865,1.0638146953471006,Point Conception SMR
1998,1.120083308396861,1.161941129732877,1.078225487060845,Point Conception SMR
1999,0.8884640050493182,0.9175440359674395,0.8593839741311969,Point Conception SMR
2000,0.9480194462090732,0.9701627596281469,0.9258761327899995,Point Conception SMR
2001,0.7104240957461296,0.7193821338750421,0.7014660576172173,Point Conception SMR
2002,0.896806376669556,0.9091743978299202,0.8844383555091918,Point Conception SMR
2003,0.9461406257096678,0.9476913289166986,0.944589922502637,Point Conception SMR
2004,2.0239407025324185,2.0529709550272677,1.994910450037569,Point Conception SMR
2005,1.2146532703377306,1.2162943849526346,1.2130121557228268,Point Conception SMR
2006,0.6977455748990178,0.7072261804714799,0.6882649693265557,Point Conception SMR
2007,0.8682624679710716,0.880184526089579,0.8563404098525643,Point Conception SMR
2008,1.2739093775581567,1.2782424709014595,1.269576284214854,Point Conception SMR
2009,1.6081176071148366,1.6373444571718574,1.5788907570578157,Point Conception SMR
2010,1.1079356519319117,1.1124514018185436,1.1034199020452797,Point Conception SMR
2011,0.8696879579406231,0.8801040967740117,0.8592718191072346,Point Conception SMR
2012,1.5535396331455558,1.579412593971938,1.5276666723191739,Point Conception SMR
2013,0.7454719869140536,0.7585260457918047,0.7324179280363023,Point Conception SMR
2014,1.0790984253026545,1.0825477483309804,1.0756491022743286,Point Conception SMR
2015,1.0165745997335762,1.0170747789181769,1.0160744205489756,Point Conception SMR
2016,1.757168116807006,1.810119218276813,1.7042170153371987,Point Conception SMR
2017,1.4752551554329694,1.4898588236980137,1.4606514871679248,Point Conception SMR
2018,1.0052209191769363,1.021072118468583,0.9893697198852895,Point Conception SMR
2019,1.1167127912305295,1.119081172570586,1.114344409890473,Point Conception SMR
2020,0.9243213307205588,0.9403225002996624,0.9083201611414552,Point Conception SMR
2021,0.6348544228449464,0.6500856820307673,0.6196231636591255,Point Conception SMR
2022,1.1678308973740785,1.1857020761817694,1.149959718566388,Point Conception SMR
2023,0.6892602093005553,0.7198483918141574,0.6586720267869531,Point Conception SMR
2024,1.4002871169522406,1.4102854151651265,1.3902888187393547,Point Conception SMR
2025,0.7946399151347577,0.8146810363419353,0.7745987939275801,Point Conception SMR
2026,1.323053264943883,1.345045978240669,1.301060551647097,Point Conception SMR
2027,1.2720453181955964,1.2934849516116083,1.2506056847795843,Point Conception SMR
2028,0.93494817645289,0.9527989991568028,0.9170973537489772,Point Conception SMR
2029,0.9894043603073805,1.0295302691310646,0.9492784514836966,Point Conception SMR
2030,0.7826014056894928,0.7881624410115181,0.7770403703674673,Point Conception SMR
2031,1.1482306037843228,1.1486422887071968,1.1478189188614487,Point Conception SMR
2032,1.8415824321471153,1.845925647765398,1.8372392165288327,Point Conception SMR
2033,1.8003658270929008,1.8696379054151475,1.7310937487706541,Point Conception SMR
2034,0.9218797286134213,0.9357977895811199,0.9079616676457226,Point Conception SMR
2035,0.7194258062075825,0.7309789479523898,0.7078726644627751,Point Conception SMR
2036,1.019095555599779,1.0336939897201958,1.004497121479362,Point Conception SMR
2037,1.3380278501473368,1.3491069439426064,1.3269487563520672,Point Conception SMR
2038,1.3920744458958505,1.3988832792825994,1.3852656125091016,Point Conception SMR
2039,0.9307270209491252,0.943080777041614,0.9183732648566365,Point Conception SMR
2040,1.8701460061548274,1.9295456680841738,1.810746344225481,Point Conception SMR
2041,1.5546137458644806,1.5666142811067403,1.5426132106222212,Point Conception SMR
2042,1.1497646158747377,1.1503088247589768,1.1492204069904983,Point Conception SMR
2043,0.8301918721012771,0.8499002104997634,0.8104835337027908,Point Conception SMR
2044,0.5186045593209565,0.5333412510715425,0.5038678675703704,Point Conception SMR
2045,0.5730804378539324,0.5907258174195885,0.5554350582882762,Point Conception SMR
2046,0.590416135629639,0.6054026995413005,0.5754295717179775,Point Conception SMR
2047,0.6942900618677958,0.7090771638508886,0.6795029598847031,Point Conception SMR
2048,0.7446306406147778,0.7603240001387895,0.728937281090766,Point Conception SMR
2049,0.9667360494472088,0.9708153751306239,0.9626567237637939,Point Conception SMR
2050,1.1979756418615581,1.212403549682349,1.183547734040767,Point Conception SMR
2051,0.8395050462521612,0.8656995017267763,0.8133105907775461,Point Conception SMR
