year,mean,max,min,area
1985,-0.4154791809743923,-0.3142985342218161,-0.5166598277269685,Point Conception SMR
1990,-0.7032790557698689,-0.6286716911277921,-0.7778864204119458,Point Conception SMR
1995,1.0930883277076244,1.1773425425316049,1.008834112883644,Point Conception SMR
2000,-0.568058524999115,-0.557435880483574,-0.5786811695146561,Point Conception SMR
2005,0.13891750486648213,0.224148025621556,0.053686984111408265,Point Conception SMR
2010,-0.43191504284724935,-0.3557405146005834,-0.5080895710939153,Point Conception SMR
2015,2.37135600348941,2.448544362975003,2.2941676440038172,Point Conception SMR
2020,-1.5648420212747478,-1.488034260140008,-1.6416497824094876,Point Conception SMR
2025,1.1926669520441902,1.251878201910749,1.1334557021776313,Point Conception SMR
2030,1.0857301621895896,1.1148940852665987,1.0565662391125805,Point Conception SMR
2035,0.15736525255134204,0.17087480278199862,0.14385570232068545,Point Conception SMR
2040,-2.1761669180239913,-2.1591820134693727,-2.19315182257861,Point Conception SMR
2045,2.0938951311771987,2.121185141695044,2.0666051206593536,Point Conception SMR
2050,-2.502832752662476,-2.4182340577416106,-2.5874314475833415,Point Conception SMR
2055,1.740697558116505,1.80776485623349,1.6736302599995199,Point Conception SMR
2060,0.7289538055286311,0.7370441805701944,0.7208634304870678,Point Conception SMR
2065,-0.8515775087111059,-0.7666970301728853,-0.9364579872493266,Point Conception SMR
2070,-0.1447488523927234,-0.10493963363967751,-0.18455807114576928,Point Conception SMR
2075,0.9640993391971691,0.9773240082729693,0.9508746701213688,Point Conception SMR
2080,-0.8598170973110317,-0.8171173670801934,-0.90251682754187,Point Conception SMR
2085,0.5615936996139066,0.5640417195297189,0.5591456796980943,Point Conception SMR
2090,-0.40599295219292664,-0.3540722294373566,-0.45791367494849666,Point Conception SMR
2095,1.193211865641418,1.243731629578111,1.142692101704725,Point Conception SMR
2100,-1.552772093800117,-1.5293930164781386,-1.5761511711220955,Point Conception SMR
1985,1.4560274400724467,1.5322021186721848,1.3798527614727085,Point Dume SMR
1990,-0.3896285796192771,-0.37508576125347304,-0.40417139798508117,Point Dume SMR
1995,0.6754893061682452,0.6952409492192082,0.6557376631172822,Point Dume SMR
2000,-0.38144510686648836,-0.35013344093149,-0.4127567728014867,Point Dume SMR
2005,0.8737618220437025,0.993349558761782,0.7541740853256229,Point Dume SMR
2010,-1.3671598922525305,-1.1405254186766633,-1.5937943658283977,Point Dume SMR
2015,1.1788002841884104,1.245605119445976,1.1119954489308448,Point Dume SMR
2020,-0.3748877598079332,-0.35659486565413445,-0.39318065396173196,Point Dume SMR
2025,0.6301015610171063,0.7509952990164628,0.5092078230177499,Point Dume SMR
2030,1.792938863539911,1.9170886381218288,1.6687890889579933,Point Dume SMR
2035,-0.5538658394390126,-0.49610612642277374,-0.6116255524552514,Point Dume SMR
2040,-1.4943522256741577,-1.4116395734522662,-1.5770648778960492,Point Dume SMR
2045,0.9730259763510318,0.9986891756757323,0.9473627770263313,Point Dume SMR
2050,-0.27863644253268305,-0.22963882414355652,-0.3276340609218096,Point Dume SMR
2055,1.1469562117916556,1.164427339854086,1.1294850837292252,Point Dume SMR
2060,0.8137989867499424,0.8172969586893615,0.8103010148105234,Point Dume SMR
2065,-0.7424905235304458,-0.742477620794137,-0.7425034262667545,Point Dume SMR
2070,-0.8940363538683442,-0.855586279285351,-0.9324864284513374,Point Dume SMR
2075,0.3546041296123903,0.4410520387060082,0.2681562205187724,Point Dume SMR
2080,0.5524372886526123,0.6288012280071165,0.4760733492981082,Point Dume SMR
2085,0.3977918475937816,0.4420691298099584,0.35351456537760484,Point Dume SMR
2090,-0.2170813397127631,-0.20162224017440877,-0.23254043925111745,Point Dume SMR
2095,1.237229063494313,1.2638044446295211,1.210653682359105,Point Dume SMR
2100,-2.0474344134159566,-1.8728842185946952,-2.221984608237218,Point Dume SMR
1985,2.024163917046078,2.024163917046078,2.024163917046078,Laguna Beach SMR
1990,-0.9905614097799003,-0.9905614097799003,-0.9905614097799003,Laguna Beach SMR
1995,0.6592936319607112,0.6592936319607112,0.6592936319607112,Laguna Beach SMR
2000,-0.13115021334472843,-0.13115021334472843,-0.13115021334472843,Laguna Beach SMR
2005,0.3815067008050761,0.3815067008050761,0.3815067008050761,Laguna Beach SMR
2010,-1.3758150593138545,-1.3758150593138545,-1.3758150593138545,Laguna Beach SMR
2015,1.2677208801832585,1.2677208801832585,1.2677208801832585,Laguna Beach SMR
2020,-0.22018359382365915,-0.22018359382365915,-0.22018359382365915,Laguna Beach SMR
2025,0.3871704838342147,0.3871704838342147,0.3871704838342147,Laguna Beach SMR
2030,2.4385382852974224,2.4385382852974224,2.4385382852974224,Laguna Beach SMR
2035,-0.7717355829077839,-0.7717355829077839,-0.7717355829077839,Laguna Beach SMR
2040,-2.021720147456328,-2.021720147456328,-2.021720147456328,Laguna Beach SMR
2045,1.4010354474676419,1.4010354474676419,1.4010354474676419,Laguna Beach SMR
2050,-0.3570083141933438,-0.3570083141933438,-0.3570083141933438,Laguna Beach SMR
2055,1.307310283006089,1.307310283006089,1.307310283006089,Laguna Beach SMR
2060,0.5625961679213773,0.5625961679213773,0.5625961679213773,Laguna Beach SMR
2065,-1.2417047389380222,-1.2417047389380222,-1.2417047389380222,Laguna Beach SMR
2070,-0.42256013374731083,-0.42256013374731083,-0.42256013374731083,Laguna Beach SMR
2075,0.7368592308267878,0.7368592308267878,0.7368592308267878,Laguna Beach SMR
2080,0.18251131581808622,0.18251131581808622,0.18251131581808622,Laguna Beach SMR
