year,mean,max,min,area
2055,0.5041105991480156,0.9884145052731036,0.28217344768345354,Channel Islands Bioregion
2056,0.676076095175022,1.5431803907081487,0.36010761037468914,Channel Islands Bioregion
2057,0.4684280733324182,0.9208919378183782,0.25234870371408763,Channel Islands Bioregion
2058,0.4631407632070999,0.8505148394592106,0.22741424861364065,Channel Islands Bioregion
2059,0.5291283400486319,1.1647323651984334,0.2813528896356002,Channel Islands Bioregion
2060,0.6073295403601757,1.3559314896352588,0.30156488216947763,Channel Islands Bioregion
2061,0.5529877583427021,1.1586195378005504,0.3023733879625797,Channel Islands Bioregion
2062,0.4906565986854585,0.9684358078055085,0.24670222088228913,Channel Islands Bioregion
2063,0.37923291260978054,0.8794721434079111,0.17633057496277615,Channel Islands Bioregion
2064,0.3420817282838592,0.638480355804786,0.18723717829678208,Channel Islands Bioregion
2065,0.5595566203850112,1.2324646182917058,0.3222377628809773,Channel Islands Bioregion
2066,0.7078256089180314,1.6424912798404696,0.3508306867722422,Channel Islands Bioregion
2067,0.4662223577504166,0.8127201492525636,0.2642272153683007,Channel Islands Bioregion
2068,0.7565707526916567,1.7226955923438074,0.3590930172940716,Channel Islands Bioregion
2069,0.42651649387580204,0.7886535394191743,0.22092969181016087,Channel Islands Bioregion
2070,0.5847757107466579,1.3923604402691128,0.2228298425348476,Channel Islands Bioregion
2071,0.4174671052101826,0.912387070786208,0.19076869976823219,Channel Islands Bioregion
2072,0.3963218832108676,0.7636245005019009,0.17701778621645645,Channel Islands Bioregion
2073,0.7066437083175884,1.6917715605255221,0.31241752492263913,Channel Islands Bioregion
2074,0.6472925197242354,1.4484157096035777,0.32765095595270394,Channel Islands Bioregion
2075,0.609089778241379,1.2657688931748272,0.38512598306871954,Channel Islands Bioregion
2076,0.574060190154765,1.1580431816726922,0.3390069845691323,Channel Islands Bioregion
2077,0.4779870655446146,1.0117563617974519,0.2637463433854282,Channel Islands Bioregion
2078,0.4337714731788191,0.8316232102550566,0.2268510299222544,Channel Islands Bioregion
2079,0.3788949769807798,0.8095986611768603,0.17982097355066798,Channel Islands Bioregion
2080,0.5299908983715786,1.0144130919873715,0.29212774976156647,Channel Islands Bioregion
2081,0.36206854553161877,0.6476312166824938,0.19098027349216862,Channel Islands Bioregion
2082,0.4674375235706042,0.9846796252019705,0.23480037424247713,Channel Islands Bioregion
2083,0.38167830186952745,0.7100257745757701,0.21660907558863982,Channel Islands Bioregion
2084,0.4474470486257894,0.8530064216256141,0.257143131820485,Channel Islands Bioregion
2085,0.5720452668212164,1.2929621541500091,0.3183595150522888,Channel Islands Bioregion
2086,0.6353406596343175,1.6077328150533141,0.30504529490135607,Channel Islands Bioregion
2087,0.6589559380185958,1.422647459805012,0.3807466092053801,Channel Islands Bioregion
2088,0.8433562328256309,2.1167061523906887,0.4145129483938217,Channel Islands Bioregion
2089,0.7040851905633909,1.9260271772462871,0.2866707470128313,Channel Islands Bioregion
2090,0.48013180141349154,0.9282369097135961,0.24953599759377543,Channel Islands Bioregion
2091,0.6568473918143756,1.479330754922703,0.27873100693337616,Channel Islands Bioregion
2092,0.51384438157798,1.0131422708928584,0.29509839288890366,Channel Islands Bioregion
2093,0.392768647909457,0.9232658119499683,0.1542322178557515,Channel Islands Bioregion
2094,0.5790341128663231,1.3313497953489424,0.2805434025637806,Channel Islands Bioregion
2095,0.44881684972767305,0.816392829678953,0.24967904340010136,Channel Islands Bioregion
2096,0.5439147996069051,1.2154097468871623,0.28215245434083047,Channel Islands Bioregion
2097,0.28671310193487815,0.5537376766186207,0.1454583657544572,Channel Islands Bioregion
2098,0.3529973284620792,0.7362696710973978,0.1889031987823546,Channel Islands Bioregion
2099,0.5772261203653537,1.3868733399547637,0.2888463329989463,Channel Islands Bioregion
2100,0.5844807575190536,1.2440316553972663,0.3096645766030997,Channel Islands Bioregion
1980,0.4787813762621954,1.0734172173961996,0.3148198193637654,South Coast Bioregion
1981,0.4876647536689416,0.9640992449410262,0.3095853129262105,South Coast Bioregion
1982,0.7624076399765908,1.4790193702094259,0.4162679920345545,South Coast Bioregion
1983,0.5095341918151826,1.0179581627435983,0.35569236702285706,South Coast Bioregion
1984,0.3506223107781261,0.6425701107829808,0.2274354601278901,South Coast Bioregion
1985,0.4109021409554407,0.8067344231158495,0.27810195396654314,South Coast Bioregion
1986,0.611512814629823,1.210389215480536,0.3926074361242354,South Coast Bioregion
1987,0.5480523798801005,1.162949805278331,0.39132509240880614,South Coast Bioregion
1988,0.6871249935962259,1.3274558049812912,0.4980348763801157,South Coast Bioregion
1989,0.4807048361981287,1.06153421940282,0.34605238066054883,South Coast Bioregion
1990,0.8088726084399969,1.5015972854569555,0.5079499208927155,South Coast Bioregion
1991,0.5434497324191033,1.0610604878515004,0.4099235779233277,South Coast Bioregion
1992,0.5318588858097792,1.0603711889125405,0.4058425295725465,South Coast Bioregion
1993,0.6675649896636605,1.2207727277837692,0.4351459583640098,South Coast Bioregion
1994,0.5365513036120684,1.1141437936760483,0.30546916189603507,South Coast Bioregion
1995,0.3851726008486003,0.7147023623622953,0.27090945244766773,South Coast Bioregion
1996,0.4705264079384506,0.8641003580018877,0.32212023315951227,South Coast Bioregion
1997,0.568344512283802,1.1031016005016865,0.3815757951512933,South Coast Bioregion
1998,0.5454275646526365,1.161941129732877,0.3338430349342525,South Coast Bioregion
1999,0.4329764785734005,0.9175440359674395,0.28156812174478546,South Coast Bioregion
2000,0.45359178431332114,0.9701627596281469,0.3170917996950448,South Coast Bioregion
2001,0.41698639872483906,0.7193821338750421,0.29900904080830515,South Coast Bioregion
2002,0.49229135344736286,0.9091743978299202,0.3259942721761763,South Coast Bioregion
2003,0.4825647261273116,0.9476913289166986,0.3050350280012935,South Coast Bioregion
2004,1.1791183670517056,2.416116492263973,0.6114541713520885,South Coast Bioregion
2005,0.6352791786938905,1.2162943849526346,0.4602188932150602,South Coast Bioregion
2006,0.3602320667169988,0.7072261804714799,0.2319573489297181,South Coast Bioregion
2007,0.46500595597550265,0.880184526089579,0.30015349166467786,South Coast Bioregion
2008,0.8199897694960236,1.459673321098089,0.512228244766593,South Coast Bioregion
2009,0.7997393043525517,1.6373444571718574,0.49007134942337865,South Coast Bioregion
2010,0.5817483690194785,1.1124514018185436,0.44094949539750816,South Coast Bioregion
2011,0.46445255585014816,0.8801040967740117,0.34778097617439924,South Coast Bioregion
2012,0.8936090128030628,1.7879875878989697,0.4293389942590147,South Coast Bioregion
2013,0.4073145155142993,0.7585260457918047,0.28192379566840836,South Coast Bioregion
2014,0.5825011197477579,1.0825477483309804,0.39672042341902847,South Coast Bioregion
2015,0.5379346048831939,1.1830433528311552,0.32842956951819363,South Coast Bioregion
2016,1.1406295476853847,2.1686456110328436,0.5178347150702028,South Coast Bioregion
2017,0.7908835109882058,1.4898588236980137,0.5072698404453694,South Coast Bioregion
2018,0.5661311221215873,1.021072118468583,0.41098038548603655,South Coast Bioregion
2019,0.6404759722668677,1.3467803557962181,0.4384086938109248,South Coast Bioregion
2020,0.49773430638015276,0.9403225002996624,0.37479282645508655,South Coast Bioregion
2021,0.3119164943788201,0.6500856820307673,0.1972817365452647,South Coast Bioregion
2022,0.5152047026669607,1.1857020761817694,0.2934448790177702,South Coast Bioregion
