year,mean,max,min,area
1985,0.07826072777916981,2.1656021546301503,-1.7752019633679978,California State Waters
1990,-0.7001132733656745,0.1369044814280258,-1.844869758632857,California State Waters
1995,0.8654485743098767,2.001862855925072,-0.5091891143120755,California State Waters
2000,-0.4392273287353478,0.7324521278973215,-2.070147726104711,California State Waters
2005,0.37990709230826747,1.5829369455460398,-0.921940362698713,California State Waters
2010,-0.3606137375315283,1.662050883621152,-1.9720169516919235,California State Waters
2015,1.8885880173553622,3.267179493180336,0.637890495865232,California State Waters
2020,-1.759278733561255,0.44498453859605647,-3.863216160444864,California State Waters
2025,1.5836497169779669,3.5887375915985675,-0.3059552682426627,California State Waters
2030,0.9108787887309039,2.6456937432737746,-2.0200310314948045,California State Waters
2035,-0.15138472685431117,1.515751687243931,-1.8362490105960418,California State Waters
2040,-1.8041182881746012,-0.8436185305596737,-2.4947742565152993,California State Waters
2045,1.4617879352702072,2.4749395967476353,-0.1267498956010229,California State Waters
2050,-0.8778765986105745,0.505091370200148,-2.870943017982725,California State Waters
2055,0.8498884576855457,3.0712672200801947,-1.5386658312914214,California State Waters
2060,0.7449946152313336,2.940104040975683,-0.4479205505401076,California State Waters
2065,-0.8361662122520891,0.13187442366692537,-2.182840075686215,California State Waters
2070,-0.13077740010312916,1.4075413469314633,-1.6254247557782158,California State Waters
2075,0.9600362396412516,2.5618094645488227,-0.30991578570860767,California State Waters
2080,-0.08318395752912394,1.6375888750280652,-1.9669251731497361,California State Waters
2085,0.1662074160669699,3.0745071912193467,-1.9678811527224926,California State Waters
2090,-0.5603787887038877,1.1621391503247551,-3.0464245663996437,California State Waters
2095,0.965282860036999,2.046647703768823,-1.1622522810031732,California State Waters
2100,-0.9203749079005096,1.4616414765534618,-2.5487808088238033,California State Waters
1985,0.5803546653172079,2.1656021546301503,-1.2690454145598729,Channel Islands Bioregion
1990,-0.6741381478809669,-0.22717236917473116,-1.3846839996724114,Channel Islands Bioregion
1995,0.4793591517557492,1.0652794740494436,-0.5091891143120755,Channel Islands Bioregion
2000,0.14611433423756134,0.7324521278973215,-0.39104587934266277,Channel Islands Bioregion
2005,0.45997188726050053,1.3652226410901633,-0.42145540364716894,Channel Islands Bioregion
2010,-0.8857906317059897,0.12037291308353915,-1.9720169516919235,Channel Islands Bioregion
2015,1.447300168236039,2.376922509428695,0.637890495865232,Channel Islands Bioregion
2020,-0.9814709970423178,-0.1697954968724389,-2.1728235142037313,Channel Islands Bioregion
2025,0.7815576769730751,2.5921395370948126,-0.20278519108197557,Channel Islands Bioregion
2030,1.4119594714749293,2.1715748434564297,0.38776179358754703,Channel Islands Bioregion
2035,-0.21160062007894034,0.4828706015350086,-0.9532196134877715,Channel Islands Bioregion
2040,-1.5458315950921806,-0.8436185305596737,-2.4947742565152993,Channel Islands Bioregion
2045,1.0356274087212907,2.344950673338836,-0.1267498956010229,Channel Islands Bioregion
2050,-1.2501026196758005,0.13447324362140378,-2.870943017982725,Channel Islands Bioregion
2055,1.9452051007154008,3.0712672200801947,0.12497815380063315,Channel Islands Bioregion
2060,0.57439740280028,1.5222578082524372,-0.3253403716817509,Channel Islands Bioregion
2065,-0.8712428588023781,0.03038512302514107,-1.5253610473460135,Channel Islands Bioregion
2070,-0.44915023410353283,0.3103934369597141,-0.975912076132925,Channel Islands Bioregion
2075,0.5328770715392747,2.2081400527200685,-0.30991578570860767,Channel Islands Bioregion
2080,0.13366854409621276,1.1507714593322262,-1.5124778492522104,Channel Islands Bioregion
2085,-0.01833605461844944,0.704569352136307,-0.8220113173834918,Channel Islands Bioregion
2090,-0.12406836448522728,0.7887193128011454,-0.9806398441513373,Channel Islands Bioregion
2095,1.4123160214423602,1.9065010407516958,0.9094079596456552,Channel Islands Bioregion
2100,-1.504568105676034,0.19548714598387207,-2.2679411013951345,Channel Islands Bioregion
1985,1.2225280835164494,2.0411659083077147,-0.5166598277269685,South Coast Bioregion
1990,-0.6690570051341689,0.024252380357527414,-1.4894882507619407,South Coast Bioregion
1995,0.7616981434700718,1.30746861385121,0.12919076084833492,South Coast Bioregion
2000,-0.298029057367838,0.473776019021642,-0.922358909671722,South Coast Bioregion
2005,0.5017521300037963,1.1610471217906024,-0.3801358359547855,South Coast Bioregion
2010,-1.1275303381766069,-0.3557405146005834,-1.88506023835005,South Coast Bioregion
2015,1.3940033547278612,2.448544362975003,0.9059058869923753,South Coast Bioregion
2020,-0.3825247590149549,0.44498453859605647,-1.6416497824094876,South Coast Bioregion
2025,0.43235283684518877,1.251878201910749,-0.3059552682426627,South Coast Bioregion
2030,2.001538813504432,2.6456937432737746,1.0565662391125805,South Coast Bioregion
2035,-0.5092362149342149,0.17087480278199862,-1.8362490105960418,South Coast Bioregion
2040,-1.7942466239517192,-1.0665440454347568,-2.1947133241929713,South Coast Bioregion
2045,1.2870380809955113,2.121185141695044,0.6054270267155317,South Coast Bioregion
2050,-0.7033853687261059,0.24140603321987797,-2.5874314475833415,South Coast Bioregion
2055,1.3379848633606284,1.80776485623349,0.7432852424664596,South Coast Bioregion
2060,0.6044659193185569,1.0753397454395994,-0.16519547341649599,South Coast Bioregion
2065,-0.7553291093791271,-0.31656547772857024,-1.2979383448558046,South Coast Bioregion
2070,-0.7043150596825497,-0.08932077561954799,-1.6254247557782158,South Coast Bioregion
2075,0.6481919180080425,1.2942952008940125,0.2681562205187724,South Coast Bioregion
2080,0.13870551167281742,0.7005862119894282,-0.90251682754187,South Coast Bioregion
2085,0.445397896214513,0.7630690589827118,-0.3400306352900486,South Coast Bioregion
