year,mean,max,min,area
1990,0.43452431280197457,0.4845669785491903,0.3934653565440957,Richardson Rock SMR
1991,0.27263849814034635,0.3477446956193655,0.23774352861034173,Richardson Rock SMR
1992,-0.04277097969486353,0.010088573248910255,-0.09647674794225897,Richardson Rock SMR
1993,-0.13877845897025806,-0.10858725848639575,-0.2066212349108905,Richardson Rock SMR
1994,0.7889459659811902,0.985380377733067,0.611834706555576,Richardson Rock SMR
1995,-0.13996645706790087,-0.09987948596085325,-0.17180639483190568,Richardson Rock SMR
1996,-0.2943717375826343,-0.2712530148133832,-0.3307714593702303,Richardson Rock SMR
1997,-0.026502564380555253,0.0462881221634013,-0.0832399270303329,Richardson Rock SMR
1998,-0.2930399474834915,-0.27830086478670285,-0.30919912018864515,Richardson Rock SMR
1999,-0.17848164024112023,-0.1187362102841096,-0.2295618549118496,Richardson Rock SMR
2000,-0.27975059122125023,-0.2621033574249526,-0.2983610882510154,Richardson Rock SMR
2001,-0.29583447740872826,-0.24956604220092488,-0.36936462404794973,Richardson Rock SMR
2002,-0.18826973838852243,-0.1485225599938379,-0.2275866887257493,Richardson Rock SMR
2003,-0.17092838475511743,-0.13158003316432343,-0.205688119796016,Richardson Rock SMR
2004,0.21534841204922922,0.26685684827207695,0.1770461411322127,Richardson Rock SMR
2005,0.3813244418641125,0.505698620216593,0.28403124274962044,Richardson Rock SMR
2006,0.1569578595100257,0.211022197406644,0.09701600212489525,Richardson Rock SMR
2007,-0.2795851201068039,-0.26962691924128307,-0.29429760747212447,Richardson Rock SMR
2008,0.03718734633549329,0.06335518105438216,0.008572998040858554,Richardson Rock SMR
2009,0.693578046922428,0.7307433039373852,0.6478603387410818,Richardson Rock SMR
2010,-0.005943242725961936,0.039630563788540844,-0.034291042743861605,Richardson Rock SMR
2011,0.2285769453168709,0.284358067550726,0.1834396265111156,Richardson Rock SMR
2012,0.5776521465652151,0.6900534342623444,0.40675198477802427,Richardson Rock SMR
2013,-0.08248719752351284,-0.05079683980432368,-0.10839820872952431,Richardson Rock SMR
2014,-0.27988958280320414,-0.24174027389410502,-0.3361535927661539,Richardson Rock SMR
2015,-0.04012416655282643,0.04223192168172804,-0.12458199484390264,Richardson Rock SMR
2016,0.6913685998923925,0.912526955932996,0.4834561743269055,Richardson Rock SMR
2017,1.5545546829823111,1.7190514664343493,1.4205405635710082,Richardson Rock SMR
2018,0.2202896009957246,0.2618395774011235,0.11825901114687278,Richardson Rock SMR
2019,-0.13440904072878807,-0.11922169802055896,-0.15944065910645813,Richardson Rock SMR
2020,0.06113095571259343,0.12362357427827539,0.0034297395689165113,Richardson Rock SMR
2021,-0.3005881176032869,-0.2818864887607331,-0.3288845603818113,Richardson Rock SMR
2022,-0.30573451978635313,-0.2793782771723885,-0.32366022375979947,Richardson Rock SMR
2023,0.33807729343241244,0.4379365506365382,0.18124781342424376,Richardson Rock SMR
2024,0.42665717916739754,0.44373109281894446,0.4129748589133692,Richardson Rock SMR
2025,-0.32958097084448096,-0.26909228567554366,-0.36618147465875384,Richardson Rock SMR
2026,-0.024899086791543668,-0.0005287335077699033,-0.05066656632688378,Richardson Rock SMR
2027,-0.3047368642690197,-0.2752662514654581,-0.3312824721494628,Richardson Rock SMR
2028,0.0433669359557365,0.06646669615939571,0.012879212106233587,Richardson Rock SMR
2029,-0.23977791313318753,-0.20503534378051522,-0.26345982846943417,Richardson Rock SMR
2030,-0.38318688087395525,-0.31949604612676585,-0.4504683002125148,Richardson Rock SMR
2031,0.40131047640785344,0.4260723717028459,0.35509846005126594,Richardson Rock SMR
2032,0.5922153865609487,0.657384098102434,0.5399241443437478,Richardson Rock SMR
2033,0.4258877908992533,0.6094274328029472,0.2989838526644406,Richardson Rock SMR
2034,-0.32336917148498345,-0.2786554941037074,-0.3503693383478392,Richardson Rock SMR
2035,0.2961028842724698,0.44961697765716485,0.06588983478784383,Richardson Rock SMR
2036,-0.36878538443230113,-0.32795616460206084,-0.39994429474246335,Richardson Rock SMR
2037,-0.21435454382426786,-0.17936243225756696,-0.23862750532141,Richardson Rock SMR
2038,0.1759183225824661,0.2310076177181997,0.08740851615371613,Richardson Rock SMR
2039,0.09545044202240266,0.14901328070695063,0.054272229181273154,Richardson Rock SMR
